Financial Loss (in Million $),Number of Affected Users,Incident Resolution Time (in Hours),Country,Attack Type,Attack Source,Security Vulnerability Type,Anomaly
1.0406262687565275,0.9280523876272339,1.2892832284849693,-0.8736436118805014,0.2994633611150768,-1.4020071298200119,-0.45998613575195463,1
0.4040897816366713,-0.7182434037185899,1.6783664257464879,-0.8736436118805014,0.8802765861574677,-1.4020071298200119,-0.45998613575195463,1
-0.4129259711878333,0.3509822584559264,-0.802038956795693,0.1700585972369981,-0.28134986392731415,-1.4020071298200119,0.4280761027743975,1
-0.31609190362707007,0.5352904692416857,-1.4342991523456607,1.2137608063544976,0.8802765861574677,0.4088164397811418,-1.3480483742783067,1
0.8282160560425951,1.057466592797214,1.5324602267734184,-0.17784213913550173,-0.28134986392731415,-0.49659534501943503,-1.3480483742783067,1
1.6552969986852435,-0.755363784589994,-0.558861958507244,-0.17784213913550173,-0.28134986392731415,1.3142282245817187,-1.3480483742783067,1
-0.5999996716009208,-0.251475313357822,-0.12114336158803554,-0.17784213913550173,-1.442976314012096,-0.49659534501943503,-0.45998613575195463,1
0.3013554303894099,1.4000676991130394,1.4351894274580388,-0.5257428755080016,1.4610898111998587,1.3142282245817187,-1.3480483742783067,1
-1.1685093585705635,0.6695896613367502,0.5111168339619321,0.1700585972369981,-0.28134986392731415,1.3142282245817187,-1.3480483742783067,1
0.6453072617611534,0.6270806155098504,1.0461062301965203,1.2137608063544976,-1.442976314012096,-1.4020071298200119,-0.45998613575195463,1
1.3231457346864965,-0.03615985505606071,-0.36432035987648465,-0.8736436118805014,0.2994633611150768,1.3142282245817187,1.3161383413007497,1
-0.4073727630123055,1.437246727426341,-0.4615911591918643,-0.8736436118805014,1.4610898111998587,-1.4020071298200119,-0.45998613575195463,1
-0.6937100595629498,0.2727017229212579,0.024762837385033924,0.1700585972369981,0.8802765861574677,-0.49659534501943503,1.3161383413007497,1
0.2715069364459488,0.32994507606244844,-0.07250796193034571,-0.5257428755080016,-1.442976314012096,0.4088164397811418,-0.45998613575195463,1
-0.08806329291946616,1.4423870032161543,1.3379186281426592,-0.5257428755080016,-1.442976314012096,1.3142282245817187,-1.3480483742783067,1
0.4776697899624127,-1.3225604444254317,-0.023872562272655898,-1.569445084625501,0.2994633611150768,0.4088164397811418,1.3161383413007497,1
-1.301786354783227,1.193652852581559,1.4838248271157286,0.8658600699819977,-0.28134986392731415,-1.4020071298200119,-0.45998613575195463,1
1.4782884880903,1.0388236059729512,0.9488354308811405,0.1700585972369981,-1.442976314012096,-0.49659534501943503,-1.3480483742783067,1
-1.2681200302190905,0.2562769893405185,-0.41295575953417446,1.2137608063544976,-0.8621630889697051,-0.49659534501943503,-1.3480483742783067,1
-0.48928258360133825,-0.8360661144900645,-1.4829345520033506,0.1700585972369981,-1.442976314012096,0.4088164397811418,-1.3480483742783067,1
-0.03461366423001261,1.4351906171104154,0.3165752353311729,-1.2215443482530013,0.8802765861574677,-1.4020071298200119,0.4280761027743975,1
-1.1393550156490433,-0.8365732423699992,-1.2397575537149015,-0.5257428755080016,0.8802765861574677,-0.49659534501943503,-1.3480483742783067,1
0.9080434235658048,-0.889894116603124,-0.31568496021879483,0.1700585972369981,-1.442976314012096,0.4088164397811418,-0.45998613575195463,1
-1.0456446276870142,-1.097081729427838,-0.21841416090341517,0.5179593336094979,0.2994633611150768,0.4088164397811418,0.4280761027743975,1
0.04486662778222702,0.6722046472754607,-0.31568496021879483,-1.2215443482530013,-1.442976314012096,-1.4020071298200119,-1.3480483742783067,1
0.017794737926529712,0.4291799976020341,0.7542938322503813,-0.8736436118805014,0.2994633611150768,-0.49659534501943503,1.3161383413007497,1
0.08651568909868419,0.2288541354792925,0.8029292319080711,0.5179593336094979,-0.8621630889697051,0.4088164397811418,-0.45998613575195463,1
-0.8460762088789895,1.495497436628354,-0.6074973581649338,0.5179593336094979,0.8802765861574677,-0.49659534501943503,-0.45998613575195463,1
1.2762905407054816,0.3298070820815138,-1.3370283530302811,-0.5257428755080016,-0.8621630889697051,1.3142282245817187,-1.3480483742783067,1
1.1159416546371212,1.38217677948487,1.1920124291695897,-1.569445084625501,-1.442976314012096,-1.4020071298200119,1.3161383413007497,-1
0.5446553635797147,0.6027557265206058,-1.2397575537149015,1.2137608063544976,1.4610898111998587,-1.4020071298200119,-1.3480483742783067,1
-1.1164480319249919,-0.8874964711843856,-0.12114336158803554,-0.5257428755080016,-0.8621630889697051,-1.4020071298200119,1.3161383413007497,1
-0.26229519942664586,-1.4451473973886733,1.1920124291695897,0.1700585972369981,1.4610898111998587,1.3142282245817187,-0.45998613575195463,1
1.6632797354375646,1.6156073976338194,-0.7534035571380032,0.5179593336094979,0.2994633611150768,0.4088164397811418,1.3161383413007497,1
-1.2507662546705667,-1.346750789283265,-0.4615911591918643,-1.2215443482530013,0.2994633611150768,0.4088164397811418,0.4280761027743975,1
-1.1383137891161317,0.8120373980060023,-0.267049560561105,-1.2215443482530013,0.2994633611150768,-1.4020071298200119,1.3161383413007497,1
-1.0668162338562135,0.7542455187905968,1.629731026088798,-0.8736436118805014,-0.28134986392731415,0.4088164397811418,1.3161383413007497,1
1.1096942954396525,-0.9997131764803927,-1.1911221540572117,0.5179593336094979,1.4610898111998587,-0.49659534501943503,-0.45998613575195463,1
-0.6253361839017656,-0.927466427762089,1.2406478288272795,1.5616615427269973,-1.442976314012096,-0.49659534501943503,0.4280761027743975,1
1.6115654843029636,-1.2534841074191003,1.6783664257464879,-1.2215443482530013,-1.442976314012096,0.4088164397811418,-0.45998613575195463,1
1.5910880291557052,-0.9169719855120136,-1.62884075097642,0.8658600699819977,-1.442976314012096,1.3142282245817187,1.3161383413007497,-1
1.6500908660206866,1.1136784409309186,0.9974708305388303,0.1700585972369981,1.4610898111998587,0.4088164397811418,1.3161383413007497,1
-0.37405351395913966,0.8746659662531651,1.5810956264311082,1.2137608063544976,-0.28134986392731415,0.4088164397811418,-0.45998613575195463,1
0.8181508662244515,-0.3486023768386319,1.3379186281426592,1.5616615427269973,-1.442976314012096,-1.4020071298200119,1.3161383413007497,-1
1.471694053381861,1.5135642985822149,-0.8506743564533829,-1.569445084625501,-1.442976314012096,-0.49659534501943503,0.4280761027743975,1
